Gene_Name,TPM_uncorrected,,Global_Frequency,Present_in_Transcripts,Transcript_Length,TPM_corrected_GSB,Fixed Mean (xc),Fixed Standard Deviation (w),Report,,Gene_Name,ratio(corrected/uncorrected),TPM_uncorrected,TPM_corrected_GSB
RNA5SP237,0,,1,RNA5SP237|ENST00000410414.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP238,0,,1,RNA5SP238|ENST00000365464.1,71,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP239,0,,1,RNA5SP239|ENST00000410218.1,80,0,45,9.53,OK,,,,,
RNA5SP24,0,,1,RNA5SP24|ENST00000516478.1,46,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP240,0,,1,RNA5SP240|ENST00000365355.1,79,0,45.98,3.04,OK,,,,,
RNA5SP241,0,,1,RNA5SP241|ENST00000391326.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP242,0,,1,RNA5SP242|ENST00000364171.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP244,22.64733954,,1,RNA5SP244|ENST00000390936.1,63,22.65,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP245,0,,1,RNA5SP245|ENST00000364239.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP246,0,,1,RNA5SP246|ENST00000458909.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP247,0,,1,RNA5SP247|ENST00000411181.1,56,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP248,0,,1,RNA5SP248|ENST00000365602.1,78,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP249,0,,1,RNA5SP249|ENST00000516127.1,50,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP25,0,,1,RNA5SP25|ENST00000410815.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP251,0,,1,RNA5SP251|ENST00000410614.1,88,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP252,0,,2,"RNA5SP252|ENST00000645827.1, RNA5SP252|ENST00000391131.1",70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP253,4.147623229,,1,RNA5SP253|ENST00000516220.1,1,4.15,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP254,4.147623229,,2,"RNA5SP254|ENST00000516726.1, RNA5SP254|ENST00000647200.1",1,4.15,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP255,0,,1,RNA5SP255|ENST00000516370.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP256,0,,1,RNA5SP256|ENST00000390978.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP257,0,,1,RNA5SP257|ENST00000363023.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP258,0,,1,RNA5SP258|ENST00000362750.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP259,0.691270538,,1,RNA5SP259|ENST00000365541.1,60,0.69,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP26,0,,1,RNA5SP26|ENST00000362406.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP260,0,,1,RNA5SP260|ENST00000363849.1,62,0,59.75,11.84,OK,,,,,
RNA5SP261,0,,1,RNA5SP261|ENST00000410536.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP262,0,,1,RNA5SP262|ENST00000516452.1,77,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP263,0,,1,RNA5SP263|ENST00000363376.1,79,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP264,0,,1,RNA5SP264|ENST00000363115.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP265,0,,1,RNA5SP265|ENST00000411023.1,62,0,52.48,3.28,OK,,,,,
RNA5SP266,0,,2,"RNA5SP266|ENST00000410273.1, RNA5SP266|ENST00000638866.1",59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP267,0,,1,RNA5SP267|ENST00000364893.1,77,0,50.16,9.8,OK,,,,,
RNA5SP268,4.977147875,,1,RNA5SP268|ENST00000516828.1,75,4.98,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP269,0,,1,RNA5SP269|ENST00000459032.1,88,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP27,0,,1,RNA5SP27|ENST00000363839.1,70,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP270,0,,1,RNA5SP270|ENST00000411361.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP271,0,,1,RNA5SP271|ENST00000516700.1,39,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP272,0,,1,RNA5SP272|ENST00000516095.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP273,0,,1,RNA5SP273|ENST00000362484.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP274,0,,1,RNA5SP274|ENST00000410484.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP275,0,,1,RNA5SP275|ENST00000363936.1,69,0,49.95,6.51,OK,,,,,
RNA5SP276,0,,1,RNA5SP276|ENST00000362580.1,45,0,46.1,8.47,OK,,,,,
RNA5SP277,0,,1,RNA5SP277|ENST00000365486.1,49,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP278,0,,1,RNA5SP278|ENST00000517055.1,53,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP279,0,,1,RNA5SP279|ENST00000365513.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP28,0,,1,RNA5SP28|ENST00000363841.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP280,0,,1,RNA5SP280|ENST00000411230.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP281,0,,1,RNA5SP281|ENST00000516504.1,86,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP282,0,,1,RNA5SP282|ENST00000516355.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP283,0,,1,RNA5SP283|ENST00000365604.1,70,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP284,0,,1,RNA5SP284|ENST00000384547.1,69,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP285,0,,1,RNA5SP285|ENST00000516619.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP286,0,,1,RNA5SP286|ENST00000391152.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP287,0,,1,RNA5SP287|ENST00000516358.1,54,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP288,0,,1,RNA5SP288|ENST00000516075.1,44,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP289,0.518452904,,1,RNA5SP289|ENST00000362332.1,88,0.52,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP29,0,,1,RNA5SP29|ENST00000410988.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP290,0,,1,RNA5SP290|ENST00000517133.1,78,0,52.46,3.13,OK,,,,,
RNA5SP291,0,,1,RNA5SP291|ENST00000517222.1,56,0,52.84,3.13,OK,,,,,
RNA5SP292,0,,1,RNA5SP292|ENST00000390974.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP293,0,,1,RNA5SP293|ENST00000410527.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP294,0,,1,RNA5SP294|ENST00000411306.1,50,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP295,0,,1,RNA5SP295|ENST00000362655.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP296,0,,1,RNA5SP296|ENST00000410523.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP297,0,,1,RNA5SP297|ENST00000391029.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP298,2.876577401,,1,RNA5SP298|ENST00000364991.1,62,5.25,57.35,7.71,OK,,,,,
RNA5SP299,0,,1,RNA5SP299|ENST00000391203.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP30,0,,1,RNA5SP30|ENST00000365552.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP300,0,,1,RNA5SP300|ENST00000391197.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP301,0,,1,RNA5SP301|ENST00000362537.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP302,0,,1,RNA5SP302|ENST00000364896.1,51,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP303,0,,1,RNA5SP303|ENST00000516192.1,81,0,52.47,7.69,OK,,,,,
RNA5SP304,0,,1,RNA5SP304|ENST00000411199.1,55,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP305,0,,1,RNA5SP305|ENST00000362665.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP306,0,,1,RNA5SP306|ENST00000411087.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP307,0,,1,RNA5SP307|ENST00000362863.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP308,0,,1,RNA5SP308|ENST00000362532.1,66,0,47.78,4.01,OK,,,,,
RNA5SP309,0,,1,RNA5SP309|ENST00000516670.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP31,0,,1,RNA5SP31|ENST00000411144.1,78,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP310,0,,1,RNA5SP310|ENST00000459084.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP311,0.928572365,,1,RNA5SP311|ENST00000411290.2,67,0.93,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP312,0.928572365,,1,RNA5SP312|ENST00000517068.1,67,0.93,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP315,0.928572365,,2,"RNA5SP315|ENST00000673279.1, RNA5SP315|ENST00000516340.1",67,0.93,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP317,0.928572365,,1,RNA5SP317|ENST00000410176.1,67,0.93,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP318,0,,1,RNA5SP318|ENST00000516352.1,43,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP319,0,,1,RNA5SP319|ENST00000362768.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP320,0,,1,RNA5SP320|ENST00000516263.1,75,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP321,0,,1,RNA5SP321|ENST00000362722.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP322,0,,1,RNA5SP322|ENST00000363617.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP323,0,,1,RNA5SP323|ENST00000391094.1,84,0,41.55,12.33,OK,,,,,
RNA5SP324,0,,1,RNA5SP324|ENST00000365177.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP325,0,,1,RNA5SP325|ENST00000363756.1,81,0,75.8,22.77,OK,,,,,
RNA5SP326,0,,1,RNA5SP326|ENST00000363209.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP327,0,,1,RNA5SP327|ENST00000362494.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP328,0,,1,RNA5SP328|ENST00000410808.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP329,0,,1,RNA5SP329|ENST00000365277.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP33,2.962588021,,1,RNA5SP33|ENST00000516687.1,49,2.96,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP330,0,,1,RNA5SP330|ENST00000517096.1,47,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP331,0,,1,RNA5SP331|ENST00000364986.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP332,0.062842776,,1,RNA5SP332|ENST00000391063.1,66,0.06,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP333,0,,1,RNA5SP333|ENST00000363466.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP334,0,,2,"RNA5SP334|ENST00000673509.1, RNA5SP334|ENST00000364825.1",69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP335,0,,1,RNA5SP335|ENST00000363817.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP336,0,,1,RNA5SP336|ENST00000364189.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP337,0,,1,RNA5SP337|ENST00000517007.1,60,0,48.13,4.48,OK,,,,,
RNA5SP338,0,,1,RNA5SP338|ENST00000410495.1,36,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP339,0,,1,RNA5SP339|ENST00000390987.1,73,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP34,0,,1,RNA5SP34|ENST00000516887.1,81,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP340,0,,2,"RNA5SP340|ENST00000517132.1, RNA5SP340|ENST00000644481.1",58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP341,0,,1,RNA5SP341|ENST00000516261.1,68,0,41.64,5.75,OK,,,,,
RNA5SP342,4.147623229,,1,RNA5SP342|ENST00000517093.1,1,4.15,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP344,0,,1,RNA5SP344|ENST00000411081.1,55,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP345,0,,1,RNA5SP345|ENST00000410646.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP346,0,,1,RNA5SP346|ENST00000363541.1,72,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP347,0,,1,RNA5SP347|ENST00000362445.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP349,0,,1,RNA5SP349|ENST00000363743.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP35,0,,1,RNA5SP35|ENST00000391257.1,80,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP350,0,,1,RNA5SP350|ENST00000363298.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP351,0,,1,RNA5SP351|ENST00000459480.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP352,1.707844859,,1,RNA5SP352|ENST00000363408.1,85,1.71,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP353,0,,1,RNA5SP353|ENST00000364606.1,69,0,58.47,9.6,OK,,,,,
RNA5SP354,1.001150435,,1,RNA5SP354|ENST00000391247.1,87,1,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP355,0,,1,RNA5SP355|ENST00000365317.1,86,0,89.22,21.67,OK,,,,,
RNA5SP356,0,,1,RNA5SP356|ENST00000515972.1,45,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP357,0,,1,RNA5SP357|ENST00000607318.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP358,0,,1,RNA5SP358|ENST00000362973.1,68,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP359,0,,1,RNA5SP359|ENST00000364838.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP36,0,,1,RNA5SP36|ENST00000410197.1,84,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP360,0,,1,RNA5SP360|ENST00000516555.1,69,0,47.79,3.99,OK,,,,,
RNA5SP361,0,,1,RNA5SP361|ENST00000362686.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP362,0,,1,RNA5SP362|ENST00000516048.1,69,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP363,0.125685552,,1,RNA5SP363|ENST00000365072.1,66,0.13,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP364,0,,1,RNA5SP364|ENST00000516938.1,29,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP365,0,,1,RNA5SP365|ENST00000516398.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP366,0,,1,RNA5SP366|ENST00000365454.1,74,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP367,0,,1,RNA5SP367|ENST00000516557.1,69,0,47.86,3.57,OK,,,,,
RNA5SP368,0,,1,RNA5SP368|ENST00000364298.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP369,0,,1,RNA5SP369|ENST00000411114.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP37,0,,1,RNA5SP37|ENST00000365420.1,81,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP370,5.933405453,,1,RNA5SP370|ENST00000362545.1,72,5.93,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP371,0,,1,RNA5SP371|ENST00000410370.1,76,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP372,4.713208215,,1,RNA5SP372|ENST00000390836.1,66,4.71,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP373,0,,1,RNA5SP373|ENST00000517271.1,46,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP374,0,,1,RNA5SP374|ENST00000362939.1,76,0,47.73,3.11,OK,,,,,
RNA5SP375,0,,1,RNA5SP375|ENST00000362975.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP376,0,,1,RNA5SP376|ENST00000390949.1,63,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP377,0,,1,RNA5SP377|ENST00000390852.1,63,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP378,0,,1,RNA5SP378|ENST00000363646.1,71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP379,0,,1,RNA5SP379|ENST00000364599.1,64,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP38,0,,1,RNA5SP38|ENST00000410750.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP380,0,,2,"RNA5SP380|ENST00000517190.1, RNA5SP380|ENST00000708720.1",49,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP382,0,,2,"RNA5SP382|ENST00000708770.1, RNA5SP382|ENST00000363355.1",63,0,66.96,22.32,OK,,,,,
RNA5SP383,0,,2,"RNA5SP383|ENST00000642544.1, RNA5SP383|ENST00000362934.1",71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP384,0,,1,RNA5SP384|ENST00000516615.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP385,0,,1,RNA5SP385|ENST00000515947.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP386,0,,1,RNA5SP386|ENST00000607639.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP387,0.654887878,,1,RNA5SP387|ENST00000364226.1,57,0.65,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP388,0,,1,RNA5SP388|ENST00000362584.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP389,6.095749291,,1,RNA5SP389|ENST00000362610.1,66,12.59,62.37,12.13,OK,,,,,
RNA5SP39,0,,1,RNA5SP39|ENST00000411245.1,71,0,56.06,8.18,OK,,,,,
RNA5SP390,0,,1,RNA5SP390|ENST00000410191.1,64,0,52.42,9.38,OK,,,,,
RNA5SP391,0,,1,RNA5SP391|ENST00000363456.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP392,1.975058681,,1,RNA5SP392|ENST00000516905.1,63,1.98,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP393,0,,1,RNA5SP393|ENST00000363423.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP394,0,,1,RNA5SP394|ENST00000364216.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP395,0,,1,RNA5SP395|ENST00000516567.1,69,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP396,0,,1,RNA5SP396|ENST00000364834.1,71,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP397,0,,1,RNA5SP397|ENST00000391323.1,69,0,60.05,15.23,OK,,,,,
RNA5SP399,0,,1,RNA5SP399|ENST00000364003.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP40,0,,1,RNA5SP40|ENST00000517147.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP400,0,,1,RNA5SP400|ENST00000517155.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP401,0,,1,RNA5SP401|ENST00000515920.1,78,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP402,0,,1,RNA5SP402|ENST00000517148.1,61,0,45.29,4.03,OK,,,,,
RNA5SP403,0,,1,RNA5SP403|ENST00000363598.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP404,0,,1,RNA5SP404|ENST00000517118.1,83,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP405,0,,1,RNA5SP405|ENST00000363059.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP406,0,,1,RNA5SP406|ENST00000516106.1,63,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP407,0,,1,RNA5SP407|ENST00000410275.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP408,0,,1,RNA5SP408|ENST00000516115.1,51,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP409,0,,1,RNA5SP409|ENST00000516815.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP41,0,,1,RNA5SP41|ENST00000411020.1,52,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP410,0,,1,RNA5SP410|ENST00000516285.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP411,0,,1,RNA5SP411|ENST00000516136.1,65,0,N/A,N/A,Unsuitable Fit - Unsuitable fit parameters: mean is not greater than standard deviation.,,,,,
RNA5SP412,0,,1,RNA5SP412|ENST00000516234.1,74,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP413,0,,1,RNA5SP413|ENST00000516373.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP414,0,,1,RNA5SP414|ENST00000516580.1,87,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP415,0,,1,RNA5SP415|ENST00000517246.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP416,0,,1,RNA5SP416|ENST00000516838.1,62,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP417,0,,1,RNA5SP417|ENST00000516459.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP418,0,,1,RNA5SP418|ENST00000515951.1,68,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP419,0,,1,RNA5SP419|ENST00000515908.1,86,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP42,0,,1,RNA5SP42|ENST00000364278.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP420,0,,1,RNA5SP420|ENST00000516997.1,88,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP421,0,,1,RNA5SP421|ENST00000516864.1,85,0,N/A,N/A,Unsuitable Fit - Unsuitable fit parameters: mean is not greater than standard deviation.,,,,,
RNA5SP422,0,,1,RNA5SP422|ENST00000516778.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP423,0,,1,RNA5SP423|ENST00000517127.1,60,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP425,3.0942586,,1,RNA5SP425|ENST00000410336.1,63,3.09,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP426,0,,1,RNA5SP426|ENST00000362901.1,72,0,51.06,8.33,OK,,,,,
RNA5SP427,0,,1,RNA5SP427|ENST00000365323.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP428,0,,1,RNA5SP428|ENST00000365129.1,83,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP429,3.387225637,,1,RNA5SP429|ENST00000363688.1,60,3.39,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP43,0,,1,RNA5SP43|ENST00000516559.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP430,0,,1,RNA5SP430|ENST00000362429.1,61,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP431,0,,1,RNA5SP431|ENST00000410312.1,71,0,49.27,6.54,OK,,,,,
RNA5SP432,0,,1,RNA5SP432|ENST00000362480.1,67,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP433,0,,1,RNA5SP433|ENST00000364491.1,65,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP434,18.77951629,,1,RNA5SP434|ENST00000516647.1,72,18.78,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP435,0,,1,RNA5SP435|ENST00000364044.1,59,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP436,0,,1,RNA5SP436|ENST00000516020.1,66,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP437,0,,1,RNA5SP437|ENST00000517249.1,80,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
RNA5SP438,0,,1,RNA5SP438|ENST00000516561.1,63,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP439,0,,1,RNA5SP439|ENST00000617595.1,75,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP44,0,,1,RNA5SP44|ENST00000410446.1,84,0,52.53,6.62,OK,,,,,
RNA5SP440,0,,1,RNA5SP440|ENST00000612665.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP441,0,,1,RNA5SP441|ENST00000516809.1,39,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP442,0,,1,RNA5SP442|ENST00000365050.1,58,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP444,0,,1,RNA5SP444|ENST00000516844.1,57,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP445,0,,1,RNA5SP445|ENST00000515889.1,66,0,53.84,7.83,OK,,,,,
RNA5SP446,0,,1,RNA5SP446|ENST00000515955.1,33,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP447,0,,1,RNA5SP447|ENST00000363749.1,70,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP448,0,,1,RNA5SP448|ENST00000363151.1,62,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP449,0,,1,RNA5SP449|ENST00000516871.1,81,0,51.86,5.67,OK,,,,,
RNA5SP45,0,,1,RNA5SP45|ENST00000516754.1,43,0,N/A,N/A,Not enough distinct GC contents,,,,,
RNA5SP450,0,,1,RNA5SP450|ENST00000411206.1,53,0,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
